event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
58567227,true,2001-07-20 15:40:00.000,-73.86238322935344,42.690809342533285,"Cat - Human Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567226,true,2001-07-20 16:04:00.000,-73.86233158947294,42.690655647190084,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567225,true,2001-07-25 13:45:00.000,-73.86194970251334,42.69044382772106,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567224,true,2001-07-25 13:51:00.000,-73.86233740337516,42.690604644136414,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567223,true,2001-07-25 14:07:00.000,-73.86228777346012,42.69061504772128,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567222,true,2001-07-25 14:16:00.000,-73.8624047996435,42.690711037349686,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567221,true,2001-07-25 14:23:00.000,-73.86231268313645,42.69060800075868,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567220,true,2001-07-25 14:31:00.000,-73.86219344868286,42.69063968613469,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567219,true,2001-07-25 15:35:00.000,-73.8621921847312,42.69070892535533,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567218,true,2001-08-03 13:02:00.000,-73.86228770607704,42.690618739279365,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567217,true,2001-08-03 13:04:00.000,-73.86225864732796,42.69058558079041,"Hunt",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567216,true,2001-08-03 13:06:00.000,-73.86204696490873,42.69053241698628,"Hunt",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567215,true,2001-08-03 13:12:00.000,-73.86208784280164,42.69045978906521,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567214,true,2001-08-08 13:08:00.000,-73.86228777346012,42.69061504772128,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567213,true,2001-08-08 13:19:00.000,-73.8623215701353,42.69066284206671,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567212,true,2001-08-08 13:57:00.000,-73.86231274887457,42.69060439923856,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567211,true,2001-08-08 14:05:00.000,-73.86251754103102,42.69049332507927,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567210,true,2001-08-14 17:44:00.000,-73.86228770607704,42.690618739279365,"Cat - Human Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567209,true,2001-08-14 18:00:00.000,-73.8623323224414,42.69061549024065,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567373,true,2001-05-08 20:23:00.000,-73.89392312771332,42.726033343595006,"General","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567372,true,2001-05-08 20:33:00.000,-73.89400880078861,42.726023634703665,"General","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567371,true,2001-05-08 20:46:00.000,-73.89387051307729,42.726004198292195,"General","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567370,true,2001-05-08 20:48:00.000,-73.89392421669923,42.72604767267786,"Cat - Human Interaction","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567369,true,2001-05-15 17:23:00.000,-73.89386713523739,42.72598120193,"General","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567368,true,2001-05-15 17:30:00.000,-73.89391449697716,42.72601038655477,"General","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567367,true,2001-05-15 19:05:00.000,-73.89391448097929,42.72601128693895,"Sleeping","Sunny:60","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567366,true,2001-05-31 15:06:00.000,-73.89382026510035,42.72613744295092,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567365,true,2001-05-31 15:09:00.000,-73.89369787601896,42.72595192045308,"Cat - Human Interaction","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567364,true,2001-05-31 15:14:00.000,-73.89382789537747,42.72614796290058,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567363,true,2001-05-31 15:16:00.000,-73.89376850257682,42.72613595236975,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567362,true,2001-05-31 15:17:00.000,-73.89379014550968,42.726155252847676,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567361,true,2001-05-31 15:20:00.000,-73.89383978189905,42.72598769177099,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567360,true,2001-05-31 15:24:00.000,-73.89362426627967,42.7260113653358,"Cat - Human Interaction","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567359,true,2001-05-31 15:26:00.000,-73.89360493493803,42.72593760456702,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567358,true,2001-05-31 15:28:00.000,-73.89381495034425,42.726147837863955,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567357,true,2001-05-31 15:56:00.000,-73.89373571347834,42.72608403477219,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567356,true,2001-05-31 16:01:00.000,-73.89390253642794,42.7260235990092,"General","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567355,true,2001-05-31 16:19:00.000,-73.89378096940702,42.72601864254765,"Cat - Human Interaction","Sunny:55","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567354,true,2001-06-08 16:55:00.000,-73.89401180971346,42.726074274036804,"General","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567353,true,2001-06-08 17:05:00.000,-73.89410787926617,42.72606376493501,"Cat - Human Interaction","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567352,true,2001-06-08 17:07:00.000,-73.89385160433302,42.725975378527714,"General","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567351,true,2001-06-08 17:09:00.000,-73.89384735723414,42.72599442892637,"Cat - Human Interaction","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567350,true,2001-06-08 17:14:00.000,-73.89399327078293,42.72594901017208,"General","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567349,true,2001-06-08 17:46:00.000,-73.89383809937189,42.72600676694011,"Cat - Human Interaction","Sunny:70","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567348,true,2001-06-12 17:20:00.000,-73.89382780373955,42.72600189464014,"General","Partly Cloudy:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567347,true,2001-06-12 18:05:00.000,-73.89381575789665,42.72595116801377,"Cat - Human Interaction","Partly Cloudy:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567346,true,2001-06-12 18:10:00.000,-73.89384978955161,42.72600877098498,"General","Partly Cloudy:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567345,true,2001-06-15 16:14:00.000,-73.89400589768,42.7260701645178,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567344,true,2001-06-15 16:26:00.000,-73.89379306117772,42.725998046956114,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567343,true,2001-06-15 16:30:00.000,-73.89381598183964,42.72600042964394,"Cat - Human Interaction","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567342,true,2001-06-15 16:31:00.000,-73.89383057675343,42.72614141486757,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567341,true,2001-06-15 16:34:00.000,-73.89377825539312,42.726102636591655,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567340,true,2001-06-15 16:55:00.000,-73.8937550426304,42.72599984101065,"Cat - Human Interaction","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567339,true,2001-06-15 16:57:00.000,-73.89381362353613,42.72613314626772,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567338,true,2001-06-15 16:59:00.000,-73.89374151457244,42.7260875128564,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567337,true,2001-06-15 17:00:00.000,-73.8938250973128,42.725996105051074,"General","Sunny:85","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567336,true,2001-06-20 17:20:00.000,-73.89383698693824,42.726000632532056,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567335,true,2001-06-20 17:25:00.000,-73.89385118783302,42.725991944416975,"Cat - Human Interaction","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567334,true,2001-06-20 17:30:00.000,-73.89399290816216,42.72595567065652,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567333,true,2001-06-20 17:45:00.000,-73.89391257866573,42.72591211925419,"Cat - Human Interaction","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567332,true,2001-06-20 17:47:00.000,-73.8937383958997,42.726091174939384,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567331,true,2001-06-20 17:49:00.000,-73.89381761359434,42.72613543615476,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567330,true,2001-06-20 17:54:00.000,-73.8937324518819,42.726088866174706,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567329,true,2001-06-20 18:19:00.000,-73.8939879795204,42.725951210418174,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567328,true,2001-06-20 18:36:00.000,-73.89417047689022,42.72581284893031,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567327,true,2001-06-20 18:37:00.000,-73.89412584427937,42.72585006046884,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567326,true,2001-06-20 18:38:00.000,-73.89418886718362,42.725905241671256,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567325,true,2001-06-20 18:40:00.000,-73.89400195268315,42.725948463640414,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567324,true,2001-06-20 18:57:00.000,-73.8940653153898,42.72587451093975,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567323,true,2001-06-20 18:58:00.000,-73.89399714776353,42.725943914543436,"General","Sunny:80","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567322,true,2001-08-07 13:43:00.000,-73.89380455231414,42.726128105684694,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567321,true,2001-08-07 13:55:00.000,-73.89384125955932,42.72618636487795,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567320,true,2001-08-07 13:59:00.000,-73.89381171916754,42.72613033620329,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567319,true,2001-08-07 14:01:00.000,-73.89385900953087,42.726170416678976,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567318,true,2001-08-07 14:10:00.000,-73.89389949896223,42.72628391540431,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58567317,true,2001-08-07 14:13:00.000,-73.89419284085334,42.72644479276499,"General",":","radio-transmitter","Felis catus","#3620029","Fred","Cats in the Albany Pine Bush"
58568115,true,2001-06-20 14:36:00.000,-73.86183331911754,42.691061434486386,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568114,true,2001-06-20 14:40:00.000,-73.86179149508324,42.691098931721015,"General","Cat - Human Interaction","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568113,true,2001-06-21 19:02:00.000,-73.86180944925444,42.691085061671906,"Sleeping","General","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568112,true,2001-06-21 20:14:00.000,-73.86178996961134,42.691102248570886,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568116,true,2001-06-27 03:39:00.000,-73.8617769616753,42.6911126556542,"Sleeping","Cat - Human Interaction","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568119,true,2001-06-27 06:35:00.000,-73.86194883496373,42.691246833502674,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568117,true,2001-06-27 06:56:00.000,-73.86172242050893,42.69117136935307,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568124,true,2001-07-02 17:48:00.000,-73.8614562570721,42.69135396551441,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568123,true,2001-07-02 17:51:00.000,-73.86121938333496,42.69153694233044,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568122,true,2001-07-02 17:59:00.000,-73.86180537661392,42.69110753477893,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568121,true,2001-07-02 18:18:00.000,-73.86194258790448,42.69095382472717,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568120,true,2001-07-02 18:20:00.000,-73.86179672765427,42.69093940746573,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568118,true,2001-07-02 18:22:00.000,-73.86166675460892,42.691024297728916,"General","Cat - Human Interaction","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568111,true,2001-07-11 21:47:00.000,-73.86179911536037,42.691102789731445,"General","Cat - Human Interaction","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568110,true,2001-07-13 18:28:00.000,-73.86167693140003,42.691028541373804,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568109,true,2001-07-18 20:04:00.000,-73.86179924854244,42.69109549665513,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568108,true,2001-07-18 20:06:00.000,-73.86175422275832,42.6911278289613,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568107,true,2001-07-20 14:30:00.000,-73.86194024463975,42.69096181627782,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568106,true,2001-07-30 19:02:00.000,-73.86192040470226,42.690965311362554,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568105,true,2001-07-30 19:21:00.000,-73.86180913482916,42.6910955949026,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568104,true,2001-07-31 23:43:00.000,-73.86179924854244,42.69109549665513,"General","Cat - Human Interaction","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568103,true,2001-08-01 01:02:00.000,-73.86173358361826,42.69117508246945,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568102,true,2001-08-03 12:55:00.000,-73.86182422587657,42.69108475824508,"General","General","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568101,true,2001-08-07 15:36:00.000,-73.86115426830506,42.69147947061107,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568100,true,2001-08-08 13:11:00.000,-73.8616742000483,42.6911780944508,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568099,true,2001-08-08 13:13:00.000,-73.8617839474034,42.69112452219387,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568098,true,2001-08-08 13:16:00.000,-73.86165035567207,42.69112679666336,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568097,true,2001-08-08 14:10:00.000,-73.86181427382348,42.691088261518125,"General","","radio-transmitter","Felis catus","#3622700","Junior","Cats in the Albany Pine Bush"
58568096,true,2001-05-29 16:15:00.000,-73.86903568892404,42.703529378460956,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568095,true,2001-05-29 16:17:00.000,-73.86918634343539,42.7035840880664,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568094,true,2001-05-29 16:22:00.000,-73.86899058751861,42.703585757246756,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568093,true,2001-05-29 16:40:00.000,-73.86936203405901,42.70354430767001,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568092,true,2001-05-29 16:45:00.000,-73.86922713684929,42.703630508507416,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568091,true,2001-05-29 16:56:00.000,-73.86928310118283,42.70343978603005,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568090,true,2001-06-13 02:45:00.000,-73.86904796499024,42.7036602583088,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568089,true,2001-06-13 03:25:00.000,-73.86916288718547,42.70359826512984,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568088,true,2001-06-26 03:48:00.000,-73.86892158799176,42.70357976263861,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568087,true,2001-06-26 03:51:00.000,-73.86896291760381,42.70365716709557,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568086,true,2001-06-26 06:07:00.000,-73.86904995757554,42.703678288814636,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568085,true,2001-06-26 06:21:00.000,-73.86907237947257,42.703478950231194,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568084,true,2001-07-02 23:39:00.000,-73.86904377562423,42.703655624177955,"Cat - Cat Interaction","with Billy","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568083,true,2001-07-02 23:57:00.000,-73.8690636978156,42.703667978214966,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568082,true,2001-07-11 19:35:00.000,-73.86919639190542,42.703373550622985,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568081,true,2001-07-11 19:55:00.000,-73.86915451498217,42.70358863672417,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568080,true,2001-07-24 06:17:00.000,-73.86924683332595,42.70381675484137,"General","General","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568079,true,2001-07-27 13:24:00.000,-73.86919550645116,42.70359723638968,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568078,true,2001-07-27 13:26:00.000,-73.8693342143856,42.70352980447297,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568077,true,2001-07-27 13:33:00.000,-73.86930447712761,42.703425858565964,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568076,true,2001-07-27 13:40:00.000,-73.86953275711409,42.703643701686204,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568075,true,2001-07-27 13:47:00.000,-73.86927485429038,42.703840355515105,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568074,true,2001-07-27 14:36:00.000,-73.86914680660597,42.70358279714674,"General","in house","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568073,true,2001-08-09 03:02:00.000,-73.86905417657587,42.703526589236766,"General","","radio-transmitter","Felis catus","#3622535","Mookie","Cats in the Albany Pine Bush"
58568072,true,2001-05-02 16:28:00.000,-73.86881635601414,42.70707552485963,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568071,true,2001-05-02 16:35:00.000,-73.86873884589039,42.70720848959982,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568070,true,2001-05-02 16:36:00.000,-73.86847866179126,42.70724743424139,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568069,true,2001-05-02 16:43:00.000,-73.8683863252685,42.707168084815436,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568068,true,2001-05-02 16:50:00.000,-73.8681459892115,42.70714959019332,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568067,true,2001-05-02 16:53:00.000,-73.86821589578335,42.70708571225979,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568066,true,2001-05-02 17:16:00.000,-73.86784903684999,42.707148996495555,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568065,true,2001-05-02 17:25:00.000,-73.86791425857561,42.70717494641866,"Hunt","bird species","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568064,true,2001-05-02 17:26:00.000,-73.86786913716196,42.70707769224422,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568063,true,2001-05-02 17:36:00.000,-73.8680453407715,42.707010272374674,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568062,true,2001-05-02 17:46:00.000,-73.86840842645249,42.70716136902324,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568061,true,2001-05-02 18:14:00.000,-73.86854881171143,42.7073449354411,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568060,true,2001-05-05 17:50:00.000,-73.86910733855672,42.706887033550146,"Sleep","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568059,true,2001-05-05 21:45:00.000,-73.86905535843744,42.70699260399318,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568058,true,2001-05-09 23:24:00.000,-73.86938113856093,42.707631692507164,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568057,true,2001-05-09 23:41:00.000,-73.8689309710728,42.70709133566552,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568056,true,2001-05-09 23:48:00.000,-73.86883103903111,42.70727558996919,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568055,true,2001-05-09 23:55:00.000,-73.86884219652077,42.70708478549127,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568054,true,2001-05-09 23:58:00.000,-73.8689417675175,42.70735079807772,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568053,true,2001-05-10 00:23:00.000,-73.86907889962373,42.70724958068073,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568052,true,2001-05-10 00:30:00.000,-73.86906988919911,42.7071069360749,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568051,true,2001-05-10 00:37:00.000,-73.86876745833436,42.707582856908324,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568050,true,2001-05-10 00:45:00.000,-73.86858439686253,42.70765804483819,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568049,true,2001-05-10 01:05:00.000,-73.86893128169147,42.7070742284551,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568048,true,2001-05-15 16:55:00.000,-73.86938762053693,42.70685071734181,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568047,true,2001-05-15 16:57:00.000,-73.86923927967416,42.70714571092097,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568046,true,2001-05-15 17:12:00.000,-73.86923343243835,42.707037318112555,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568045,true,2001-05-15 17:14:00.000,-73.86902973156286,42.706978302489745,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568044,true,2001-05-15 17:16:00.000,-73.86908907394985,42.707112888979495,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568043,true,2001-05-15 17:22:00.000,-73.86893801447042,42.70734229592857,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568042,true,2001-05-15 17:25:00.000,-73.86899639427583,42.70710621030924,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568041,true,2001-05-15 17:34:00.000,-73.86942211382448,42.70707619309755,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568040,true,2001-05-15 17:37:00.000,-73.8691312416394,42.706922300620235,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568039,true,2001-05-15 17:41:00.000,-73.86896208354207,42.707085969518076,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
58568038,true,2001-05-15 17:47:00.000,-73.8690065423073,42.70718618850592,"General","","radio-transmitter","Felis catus","#3622351","Orion","Cats in the Albany Pine Bush"
